i,pop_len,b_f,b_s,b_p,c_q,c_v,c_u,mu,mut_size,sigma0,sigma_cue,div_rate,varsigma,h,theta,mean_fitness,m,c,u_base,rho,nu,gamma,lambda,mean_faster_effort,mean_slower_effort,mean_fast_h,mean_slow_h,mean_f_s_w,mean_f_s_d,f_w,s_w,effort_dif
11000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.1460113227367401,0.1784799718078841,0.2715014048905169,0.1753302592645494,-0.4002673750015312,0.06473265165204621,0.4969946488092161,-0.06988623058811465,0.24319863833264496,0.34418310371543237,0.6990472593313758,0.7306365442692263,1.017305323556015,0.4300709851489739,1.2068292099728157,0.7967726598543963,0.1046038363645469
12000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.14546062052249908,0.22209735211633533,0.2464538661334664,0.07218564958319817,-0.40343582309688786,0.06141741262515927,0.4959080312042634,0.009759304540860197,0.2637658635437304,0.3598742586002665,0.6944835423675687,0.7378199449948081,1.0423285916866794,0.41289892291008684,1.2152463153471216,0.8074934237543528,0.10886797917942548
13000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.1429663449525833,0.14283400854624212,0.22389032161160596,0.20623295257664587,-0.5907696330075295,-0.04947222663475966,0.47627259439352704,0.10516503675763213,0.16719048850401702,0.3974410949252435,0.7051696227492444,0.7333691384765642,1.0483046529015123,0.3580333974929167,1.1504732979622914,0.822299738732059,0.14788198873309957
14000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.1427910327911377,0.4266728929108011,0.23443497264679236,0.3795686569336565,-0.6130799592431242,-0.04151829797224173,0.5211287882965023,0.14052632317188035,0.16885308789212758,0.39849932414876255,0.6799367482056464,0.7569602007054685,1.0486134292195157,0.34653291153377125,1.178168215615328,0.82442995564748,0.1650083287781448
15000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.1483122557401657,0.2047359565486544,0.2548858759742934,0.16397538791757588,-0.4388953597613245,-0.0550049090498859,0.46038113842127254,0.03804297512266904,0.19957248844120354,0.4448946430889591,0.6965433728564959,0.7336044352791312,1.0378914877136813,0.3598475289731769,1.158329649572537,0.8146419389173761,0.15583365061763638
16000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.14610154926776886,0.24284551693101927,0.26081398228185937,0.16588731900934017,-0.49084764829415367,-0.04855164933690998,0.40942734727185665,0.08647970859638651,0.20653653955349507,0.40508326838084646,0.6965657891015898,0.7341750736449486,1.0398944927071827,0.3915627319694022,1.1734923455373405,0.8208397616779035,0.14719445714454318
17000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.14865587651729584,0.3515088559837987,0.23162123185242925,0.2140510466057411,-0.4288738687202758,-0.05966933431216374,0.39633416880065603,0.04603274300261977,0.21201083178502622,0.42341129847076175,0.6870000974593222,0.7478240594489186,1.0342629061352344,0.3782158639599574,1.1705730089229172,0.8045013797158398,0.14211951063223127
18000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.14956429600715637,0.3670413783204265,0.28028374458487826,0.21970161245197165,-0.5448483564143534,-0.10557664418182683,0.5221127517455841,0.19177427665131486,0.15898164061038944,0.46594816018724833,0.6774234536418071,0.7437238181397597,1.0513677101153844,0.31583077963637185,1.1357841456615014,0.8124295910609349,0.21203964563627517
19000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.14426103234291077,0.31141156263394904,0.23885357794136214,-0.16823666078451183,-0.5880505234088915,0.06666521565283044,0.4824396353565459,0.23259009346393048,0.22053007898396476,0.33054318459912785,0.691925372785327,0.7486023260331758,1.041278850069902,0.4037327084511068,1.2007392818224352,0.7883307077248866,0.13585852504807167
20000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,2.527718870681053,1,10,1,0.5,0.144648477435112,0.31399463806904965,0.2314823986054702,-0.3084097639514727,-0.5349806265424285,0.14134260928787365,0.5842122056770742,0.2972094571297467,0.26019488853766853,0.29013936700972764,0.6883783496311592,0.7538471823099127,1.0178676143731196,0.4270474328014872,1.2410753470915301,0.7643263211001589,0.13958986403809784
