i,pop_len,b_f,b_s,b_p,c_q,c_v,c_u,mu,mut_size,sigma0,sigma_cue,div_rate,varsigma,h,theta,mean_fitness,m,c,u_base,rho,nu,gamma,lambda,mean_faster_effort,mean_slower_effort,mean_fast_h,mean_slow_h,mean_f_s_w,mean_f_s_d,f_w,s_w,effort_dif
11000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.15562906861305237,-0.5149229664938064,0.23921612379751808,0.2061766652372959,-0.644552168982081,-0.049030661022849614,0.46023119100231374,0.1418253783907647,0.10931828395536694,0.5564560170938041,0.2503549222998177,0.19987306871099175,1.0537366574139182,0.18002001596874126,1.108953734897281,0.7634295707035752,0.3364260009940722
12000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.16024422645568848,-0.44692336236496094,0.2666947563330878,0.2191615976615841,-0.5831211304792929,-0.038981919034499414,0.5623047362429104,0.16286819043193645,0.1291859985621597,0.6443765688263965,0.24841196706189025,0.19676824684205,1.0662715290606763,0.14788087543297568,1.1112545456248613,0.7760465290935197,0.41188369574440653
13000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.16006465256214142,-0.24956991969290654,0.2370379811657901,0.08044807595843899,-0.5700278779829615,-0.0718756185045411,0.6224777119020364,0.06635822390824264,0.08618291350986136,0.6374994817781794,0.247609885057908,0.208990628732156,1.0805132583925632,0.12305093378122621,1.072895948346418,0.7536541721737908,0.42759406142958895
14000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.16106702387332916,-0.2956339376635173,0.23819091695355138,0.08272253278406717,-0.5467242122231432,-0.12399255901388158,0.4698437864142801,0.23946749851513613,0.10458172563466149,0.6720569058569515,0.24823094132211862,0.20945861940747657,1.0715503482091921,0.15506085227980013,1.1188521398415734,0.7945167201394624,0.4086036632341722
15000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.16131097078323364,-0.41931646314622995,0.2333678367910723,-0.021393930876925798,-0.6466347945270379,-0.14198220118159918,0.5233044211450805,0.2528103680093355,0.08939491866870791,0.641473823631941,0.24903115175046336,0.2045917213411827,1.0624502450242643,0.1261865272204954,1.07180777887802,0.7664983932366387,0.4288801814582853
16000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.16668452322483063,-0.46067972362985227,0.23959670264327812,-0.16414761802091818,-0.5593610751986479,-0.15387330352479647,0.5937807115073273,0.2546270124302606,0.07839821418219545,0.7527639269105502,0.25066545708059773,0.20216530624839893,1.0714402372959955,0.10234090701161415,1.0499235035506174,0.7726729004158384,0.4843104606945398
17000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.15680769085884094,-0.21904637204650965,0.2741951028702824,-0.24408218707234589,-0.6288151489764536,-0.2763921628075292,0.43922419663558465,0.20858508513942794,0.06548167943106722,0.6982088046811322,0.22896953083140326,0.21404763984454817,1.0779496591494915,0.14139991073835237,1.0303674210978422,0.8065624344319452,0.4086692235464723
18000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.15786206722259521,-0.2622894897723728,0.26791551594201696,-0.337741276460277,-0.6179773425056678,-0.14184882488545034,0.5271136782893733,0.25041957177852986,0.07313221457246526,0.6707376054484273,0.23220199887636064,0.208256029907135,1.0967754279721427,0.10508856503373415,1.0783071549318355,0.7753953444644259,0.45151646527434597
19000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.16220994293689728,-0.24216212399273015,0.22757144184534686,-0.49816700117967655,-0.6781331834407812,-0.19753649777302357,0.6376292383533622,0.3856647614362385,0.05167567830144645,0.750129164704782,0.24018123644299158,0.21232609525913151,1.1045317545153381,0.06014957073513296,1.0426576188717325,0.7935037353524216,0.5774057672778258
20000,1000,1,0.95,0.9,0.4,0.25,0.25,0.2,0.2,1,0.5543769468537877,1,10,1,0.5,0.16656020283699036,-0.3203866340205365,0.28588136031149475,-0.4690895284583515,-0.6225778673389111,-0.33714440882255065,0.515100636473114,0.5308186933299347,0.05724730238174236,0.8611818868913723,0.23349698299580615,0.203578688514203,1.0970564662918567,0.04121495967879733,1.0329172247610416,0.7889079223812268,0.6216138386136494
